ID,FORMULAS_WITHOUT_COFACTORS,FORMULAS_ENCODED
rxn46030,"amet + 2'-OH-BDE68 <=> ahcys + 1,5-dibromo-3-(2,4-dibromophenoxy)-2-methoxybenzene",C16 + C17589 <=> C18 + C17826
rxn46033,FQA <=> fumiquinazolineC,C18095 <=> C16970
rxn46034,akg + Cyclopeptine <=> co2 + succ + (Z)-dehydrocyclopeptine,C23 + C16039 <=> C10 + C35 + C16458
rxn46040,4-mercaptobutanoate <=> 4-oxo-4-sulfanylbutanoate,C16286 <=> C16287
rxn46049,4-methylumbelliferylglucoside <=> glc-D + Hymecromone,C10698 <=> C26 + C1688
rxn46058,"accoa + (4'R,9S,9aS)-1-hydroxy-4'-(2-[(1S)-1-hydroxyethyl]-4-oxo-3,4-dihydroquinazolin-3-yl)-2,2-dimethyl-1,2,3,9a-tetrahydrospiro9imidazolidino(1,2-a]indole-9,2'-oxolane]-3,5'-dione <=> coa + tryptoquialanine",C21 + C18479 <=> C9 + C18830
rxn46060,accoa + 5-aminosalicylate <=> coa + 5-acetamido-2-hydroxybenzoate,C21 + C11080 <=> C9 + C16261
rxn46064,udpglcur + Mycophenolate <=> MycophenolicacidO-acyl-glucuronide,C139 + C15930 <=> C15932
rxn46065,JadomycinA + dTDP-beta-L-digitoxose <=> JadomycinB,C8978 + C18617 <=> C4681
rxn46068,succ + caldariellaquinone <=> fum + Caldariellaquinol,C35 + C12538 <=> C103 + C16063
rxn46073,"(3R)-3-(2,4-dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4,7-diol <=> (6aR,11aR)-3,9-Dihydroxypterocarpan",C15903 <=> C2200
rxn46077,nadh + (+)-Limonene <=> nad + (+)-perillylalcohol,C3 + C3090 <=> C2 + C17539
rxn46078,arbt <=> glc-D + hqn,C3146 <=> C26 + C393
rxn46083,Fibrinogen <=> Fibrinopeptide-A,C13243 <=> C13244
rxn46090,akg + 1-methyl-dAMP <=> co2 + succ + fald + damp,C23 + C16610 <=> C10 + C35 + C52 + C278
rxn46091,"4,6-dihydroxy-2-(hydroxymethyl)-3,5-dimethylbenzoate <=> 5,7-dihydroxy-4,6-dimethylphthalide",C17835 <=> C16294
rxn46099,"nad + Threonate <=> nadh + (3S)-3,4-dihydroxy-2-oxobutanoate",C2 + C1027 <=> C3 + C18366
rxn46104,"(1R,10aS)-1,4,10,10a-tetrahydrophenazine-1,6-dicarboxylate <=> (5aS)-5,5a-dihydrophenazine-1,6-dicarboxylate",C17682 <=> C16466
rxn46110,udpgal + Isovitexin <=> isovitexin7-O-galactoside,C41 + C1055 <=> C16592
rxn46120,beta-D-allopyranose <=> beta-D-allofuranose,C17574 <=> C17691
rxn46126,propanamide <=> nh4 + ppa,C13866 <=> C12 + C136
rxn46130,trp-L <=> nh4 + 3-(3-indolyl)acrylicacid,C62 <=> C12 + C10685
rxn46135,uacgam + coreoligosaccharide-lipidA(E.coliK-12coretype)(noGlcNAc) <=> lipidA-core,C36 + C18704 <=> C12799
rxn46137,"amet + 3,7,4'-trimethylquercetin2'-O-beta-D-glucoside <=> ahcys + 3,7,3',4'-tetramethylquercetin2'-O-beta-D-glucoside",C16 + C18287 <=> C18 + C17783
rxn46141,Neolinustatin <=> glc-D + Lotaustralin,C3768 <=> C26 + C3767
rxn46147,12(S)-HPETE <=> 12-KETE,C3017 <=> C5006
rxn46151,"4hthb <=> 7,8-Dihydrobiopterin",C3312 <=> C1621
rxn46154,"nad + (2S,3R)-2-[(2-aminophenyl)amino]-3-carboxy-3-hydroxypropanoate <=> nadh + (2S,3R)-2-[(2-aminophenyl)amino]-3-carboxy-3-oxopropanoate",C2 + C16599 <=> C3 + C18633
rxn46158,5-chloro-4-hydroxy-2-oxopentanoate <=> (3E)-5-chloro-2-oxopent-3-enoate,C10590 <=> C17229
rxn46162,pyr + trp-L <=> ala-L,C19 + C62 <=> C34
rxn46163,"amet + 3,5-Dihydroxybiphenyl <=> ahcys + 3-hydroxy-5-methoxybiphenyl",C16 + C9174 <=> C18 + C18872
rxn46164,triostinAdithiol <=> triostinA,C18001 <=> C16339
rxn46167,"7(8)-epoxy-17R-hydroxy-docosahexaenoate <=> 7S,8R,17R-trihydroxy-4Z,9E,11E,13Z,15E,19Z-docosahexaenoate",C16467 <=> C17174
rxn46179,"3,6-dihydroxypyridine-2,5-dione <=> 5-amino-2,4,5-trioxopentanoate",C16427 <=> C17530
rxn46180,"udpg + 2'-hydroxy3,7,3',4'-tetramethylquercetin <=> 3,7,3',4'-tetramethylquercetin2'-O-beta-D-glucoside",C25 + C17653 <=> C17783
rxn46182,amet + Genkwanin <=> ahcys + Apigenindimethylether,C16 + C4043 <=> C18 + C4032
rxn46190,"nadph + 14alpha-hydroxy-cholesta-4,7-diene-3,6-dione <=> nadp + Diketol",C4 + C17246 <=> C5 + C7701
rxn46199,"nadh + 2-methylprop-1-ene <=> nad + 1,2-epoxy-2-methylpropane",C3 + C18335 <=> C2 + C18347
rxn46201,nad + Chenodiol <=> nadh + 7alpha-hydroxy-3-oxo-5beta-cholanate,C2 + C1436 <=> C3 + C17262
rxn46204,2-phenylethyl6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside <=> 2phetoh + beta-Primeverose,C16859 <=> C2949 + C4341
rxn46208,"4h2opntn <=> (2Z)-2-hydroxypenta-2,4-dienoate",C1911 <=> C16698
rxn46216,ent-kaur-15-en-17-oate <=> ent-kaur-15-en-19-al-17-oate,C11340 <=> C11342
rxn46219,nad + validone-7-phosphate <=> nadh + valienone-7-phosphate,C2 + C12570 <=> C3 + C12569
rxn46220,akg + leu-L <=> co2 + succ + 5-hydroxy-leucine,C23 + C104 <=> C10 + C35 + C18284
rxn46229,accoa + Azetidyl-2-carboxylicacid <=> coa + (2S)-1-acetylazetidine-2-carboxylate,C21 + C3739 <=> C9 + C17784
rxn46230,"(3Z)-Phycocyanobilin <=> (2R,3E)-phycocyanobilin",C2898 <=> C17186
rxn46232,beta-Glucogallin + (-)-Epigallocatechin <=> glc-D + Epigallocatechin3-gallate,C793 + C4595 <=> C26 + C3978
rxn46235,Daphnin <=> glc-D + Daphnetin,C934 <=> C26 + C1696
rxn46241,nad + 3-Ethylmalate <=> nadh + co2 + 2-Oxovalerate,C2 + C1203 <=> C3 + C10 + C3184
rxn46246,"nadh + 2,4-DNT <=> nad + no2 + 4-methyl-3-nitrocatechol",C3 + C4189 <=> C2 + C72 + C17743
rxn46252,glu-L + pser-L <=> pi + N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate,C22 + C687 <=> C8 + C18683
rxn46264,"udpg + (23R)-cucurbit-5-ene-3beta,11alpha,23,25-tetraol <=> mogrosideIE",C25 + C17137 <=> C17882
rxn46266,"udpg + (3beta,12beta)-3,12-dihydroxydammar-24-en-20-ylbeta-D-glucopyranoside <=> ginsenosideF2",C25 + C18278 <=> C10852
rxn46268,occoa + (2-aminobenzoyl)acetate <=> coa + co2 + hhq,C1182 + C17366 <=> C9 + C10 + C8349
rxn46273,"1,2-dihydro-beta-NAD <=> nad",C18741 <=> C2
rxn46274,"nad + 2-methyl-1,2-butanediol <=> nadh + 2-hydroxy-2-methyl-butanal",C2 + C16804 <=> C3 + C16291
rxn46279,Coalpha-[alpha-(benzimidazolyl)]-Cobeta-adenosylcobamide5'-phosphate <=> pi + Coalpha-[alpha-(benzimidazolyl)]-Cobeta-adenosylcobamide,C18122 <=> C8 + C16568
rxn46280,nadp + CAI-1 <=> nadph + DK-CAI-1,C5 + C7824 <=> C4 + C16861
rxn46285,arg-L <=> (3S)-5-{[amino(iminio)methyl]amino}-3-ammoniopentanoate,C48 <=> C18822
rxn46288,coucoa + Isotrifoliin <=> coa + quercetin3-O-(3'-O-p-coumaroyl)-glucoside,C184 + C2817 <=> C9 + C16619
rxn46312,"Caffeylaldehyde <=> (2E,4Z,5E)-2-hydroxy-7-oxo-(2-oxoethylidene)hepta-2,5-dienoate",C4185 <=> C17712
rxn46313,accoa + phpyr <=> coa + 2-benzyl-2-hydroxybutanedioate,C21 + C138 <=> C9 + C18723
rxn46316,"nadh + 1-butene <=> nad + 1,2-Epoxybutane",C3 + C16319 <=> C2 + C9024
rxn46317,"Cyanidin3,7-di-O-beta-D-glucoside + 1-O-4-hydroxybenzoyl-beta-D-glucose <=> glc-D + cyanidin3-O-glucoside-7-O-(6-O-(p-hydroxybenzoyl)-glucoside)",C15963 + C17112 <=> C26 + C18487
rxn46318,S-fenclorimyl-L-cysteine <=> nh4 + pyr + 6-chloro-2-phenyl-4-sulfanylpyrimidine,C18873 <=> C12 + C19 + C18580
rxn46320,L-hydroxyarginine <=> orn + Hydroxyurea,C11330 <=> C61 + C3560
rxn46321,"amet + Syringetin <=> ahcys + 3,3',5'-trimethylmyricetin",C16 + C4356 <=> C18 + C18846
rxn46324,"akg + (2S,3S)-2-amino-3-phenylbutanoate <=> glu-L + (3S)-2-Oxo-3-phenylbutanoate",C23 + C18696 <=> C22 + C16081
rxn46332,1-O-Sinapoyl-beta-D-glucose + arabidopsisanthocyaninA9 <=> Sinapate + cyanidin3-O-[2-O-(2-O-(sinapoyl)-bata-D-xylopyranosyl)6-O-(4-O-(beta-D-glucopyranosyl)-p-coumaroyl-bata-D-glucopyranoside]5-O-[6-O-(malonyl)bata-D-glucopyranoside],C806 + C18789 <=> C355 + C14772
rxn46344,arg-L + cyanophycinprimer-L-aspartate <=> pi + Cyanophycin,C48 + C16875 <=> C8 + C12991
rxn46353,"2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate <=> catechol + (2Z,4E)-2-hydroxyhexa-2,4-dienedioate",C3710 <=> C74 + C11282
rxn46354,Ciratin <=> beta-L-Rhamnose + Hesperetin7-O-glucoside,C3984 <=> C1354 + C6665
rxn46355,udpg + Esculetin <=> 4-O-beta-D-glucosyl-esculetin,C25 + C3924 <=> C16563
rxn46359,udpglcur + Mycophenolate <=> mycophenolicacidphenolicglucuronide,C139 + C15930 <=> C16253
rxn46365,asp-L + [L-4-(L-arginin-2-N-yl)aspartate]3 <=> pi + cyanophycinprimer-L-aspartate,C40 + C18606 <=> C8 + C16875
rxn46374,CephalosporinC <=> ac,C635 <=> C28
rxn46386,"2-(2,4-dichloro-5-oxofuran-2-yl)propanoate <=> 3,5-Dichloro-2-methylmuconate",C16764 <=> C8904
rxn46393,2-hydroxyethiin <=> Dehydroalanine + 2-(hydroxysulfanyl)ethanol,C17679 <=> C1306 + C16917
rxn46396,"accoa + dhap <=> coa + 3-hydroxy-2,4-pentadione-5-phosphate",C21 + C92 <=> C9 + C12775
rxn46399,nadh + protoasukamycin <=> nad + 4-hydroxyprotoasukamycin,C3 + C17088 <=> C2 + C17926
rxn46410,nadph + 9'-hydroxy-aurachinD <=> nadp + aurachinRE,C4 + C18059 <=> C5 + C18493
rxn46413,leu-L + demethylarginomycin <=> pi + L-leucyl-demethylarginomycin,C104 + C17428 <=> C8 + C18353
rxn46416,nad + Chenodeoxycholoyl-CoA <=> nadh + 3-oxochenodeoxycholoyl-CoA,C2 + C2661 <=> C3 + C16897
rxn46421,"nadp + L-xylopyranose <=> nadph + L-Xylono-1,4-lactone",C5 + C19447 <=> C4 + C1641
rxn46435,coa + 3-sulfinopropanoate <=> pi + 3-sulfinopropanoyl-CoA,C9 + C18013 <=> C8 + C18277
rxn46436,"(3R)-hydroxy,6-cis-tridecenoyl-CoA <=> 2-trans,6-cis-tridecadienoyl-CoA",C18329 <=> C17917
rxnTransport5149,maln + na1 <=> co2 + ac + na1[e],C291 + C901 <=> C10 + C28 + C20590
rxn46447,Psilocin <=> Psilocybin,C3759 <=> C3666
rxn46452,"udpg + 1-phenyl-3-(2,4,6-trihydroxyphenyl)propane-1,3-dione <=> 1-phenyl-3-(3-C-glucosyl-2,4,6-trihydroxyphenyl)propane-1,3-dione",C25 + C16515 <=> C16634
rxn46453,TRF <=> 5oxpro + L-histidyl-L-prolylamide,C17087 <=> C1151 + C18226
rxn46455,3-O-aceylpapaveroxine <=> ac + narcotinehemiacetal,C17799 <=> C28 + C16197
rxn46459,glc-D + DichloroarcyriaflavinA <=> 4'-O-Demethylrebeccamycin,C26 + C9126 <=> C9127
rxn46467,"nad + 4-bromo-2,3-dihydrodiol-diphenylether <=> nadh + 4-bromo-2,3-dihydroxydiphenylether",C2 + C17415 <=> C3 + C18600
rxn46468,asp-L + cbp <=> pi,C40 + C141 <=> C8
rxn46469,4-(beta-D-ribofuranosyl)-N-succinylaminobenzene5'-phosphate <=> fum + 4-(beta-D-ribofuranosyl)aminobenzene-5'-phosphate,C16968 <=> C103 + C11955
rxn46471,1tdecg3p <=> pi + 1-monomyristin,C6819 <=> C8 + C16788
rxn46479,coa + 4hdxbutn <=> pi + 4hbutcoa,C9 + C678 <=> C8 + C4200
rxn46480,"3mob + 5,10-Methylenetetrahydromethanopterin <=> 2dhp + h4mpt",C120 + C2251 <=> C664 + C835
rxn46485,accoa + 34hpp <=> coa + 2-(4-hydroxybenzyl)-malate,C21 + C809 <=> C9 + C17672
rxn46489,"akg + dTDP-3-amino-4-dehydro-2,3,6-trideoxy-beta-L-glucose <=> glu-L + dTDP-3,4-dioxo-2,6-dideoxy-L-glucose",C23 + C16452 <=> C22 + C8397
rxn46490,accoa + dhlam <=> coa,C21 + C426 <=> C9
rxn46491,amet + N-desmethylequisetin <=> ahcys + equisetin,C16 + C16344 <=> C18 + C17845
rxn46493,amet + Deacetylisoipecoside <=> ahcys + 6-O-methyl-N-deacetylisoipecoside,C16 + C3624 <=> C18 + C18457
rxn46497,"(S)-2-hydroxy-but-3-enyl-glucosinolate <=> glc-D + (E,3S)-2-(3-hydroxybutenyl)-thiohydroximate-O-sulfate",C17211 <=> C26 + C16750
rxn46507,2dr5p <=> pi + drib,C481 <=> C8 + C1108
rxn46512,2-oxopent-5-chloro-3-enoate <=> co2 + (3E)-5-chloro-2-oxopent-3-enoate,C10589 <=> C10 + C17229
rxn46513,nadph + notoamideE <=> nadp + notoamideD,C4 + C17736 <=> C5 + C16232
rxn46523,"nadp + (3R)-hydroxy-all-cis-9,12,15,18,21-tetracosapentaenoyl-CoA <=> nadph + (9Z,12Z,15Z,18Z,21Z)-3-oxotetracosa-9,12,15,18,21-pentaenoyl-CoA",C5 + C16989 <=> C4 + C16405
rxn46538,"amet + Rhamnetin <=> ahcys + 7,3'-dimethylquercetin",C16 + C4070 <=> C18 + C16335
rxn46539,S-(methylmercury)-L-cysteinylglycine <=> gly + S-(methylmercury)-L-cysteine,C18372 <=> C32 + C17154
rxn46542,"coucoa + isorhamnetin3-O-(6""-O-p-coumaroyl)-glucoside <=> coa + isorhamnetin3-O-(3"",6""-O-di-p-coumaroyl)-glucoside",C184 + C18201 <=> C9 + C16994
rxn46543,validamine7-phosphate + GDP-valienol <=> validoxylamineA7'-phosphate,C17132 + C18274 <=> C18862
rxn46551,S-benzyl-L-cysteinylglycine <=> gly + S-benzyl-L-cysteine,C16482 <=> C32 + C17221
rxn46552,nadp + (R)-3-hydroxyvaleryl-CoA <=> nadph + beta-ketovaleryl-CoA,C5 + C11335 <=> C4 + C11336
rxn46560,"2,6-dihydroxybenzoate <=> co2 + Resorcin",C12351 <=> C10 + C1081
rxn46568,UDP-L-rhamnose + Mirtillin <=> delphinidin3-rhamnoglucoside,C1294 + C4597 <=> C11882
rxn46570,man6p <=> beta-D-mannopyranose6-phosphate,C224 <=> C16680
rxn46573,pqq + inost <=> pqqh2 + 1-Keto-D-chiro-inositol,C94 + C118 <=> C909 + C9442
rxn46575,nad + 3-oxocholan-24-oyl-CoA <=> nadh + 3-oxochol-4-en-24-oyl-CoA,C2 + C16959 <=> C3 + C11396
rxn46576,nad + 2-keto-3-deoxy-L-galactonate <=> nadh + 46dh25dohxn,C2 + C10952 <=> C3 + C2235
rxn46578,dTDP-beta-L-rhodinose + AclacinomycinS <=> AclacinomycinN,C4730 + C8966 <=> C8968
rxn46588,gdpmann + Man2-GlcNAc-PP-undecaprenol <=> Man3-GlcNAc-PP-undecaprenol,C80 + C16589 <=> C16279
rxn46594,indol-3-ylmethylisothiocyanate-[gamma-Glu-Cys} <=> glu-L + indol-3-ylmethylisothiocyanate-L-cysteine,C16456 <=> C22 + C17616
rxn46595,benzenecarboxylicacidbeta-D-glucoseester + des-acylavenacinA <=> glc-D + avenacinA-2,C11044 + C16475 <=> C26 + C18208
rxn46602,amp2p <=> pi + adn,C654 <=> C8 + C175
rxn46612,akg + pro-L <=> co2 + succ + L-Hydroxyproline,C23 + C125 <=> C10 + C35 + C695
rxn46622,nadph + dehydroabietadiene <=> nadp + Ferruginol,C4 + C12314 <=> C5 + C3905
rxn46632,"nadh + dihomogamma-linolenoyl-2-enoyl-CoA <=> nad + 8,11,14-Icosatrienoyl-CoA",C3 + C14682 <=> C2 + C1916
rxn46639,4-methyl-4-sulfanylpentan-2-one-[Cys]conjugate <=> nh4 + pyr + 4-MMP,C16441 <=> C12 + C19 + C16770
rxn46641,"homo-UWM6 <=> 2,3-dehydro-homo-UWM6",C18778 <=> C17731
rxn46643,accoa + gam6p <=> coa,C21 + C272 <=> C9
rxn46654,Digalacturonate <=> galur + 5dh4dglcn,C1330 <=> C264 + C2110
rxn46655,nadh + 2-chloro-4-nitrotoluene <=> nad + no2 + 3-chloro-4-methylcatechol,C3 + C16499 <=> C2 + C72 + C16360
rxn46659,(glutathion-S-yl)-bimane <=> glu-L + S-bimane-L-cysteinylglycine,C17722 <=> C22 + C17439
rxn46664,"nadh + 1,3-dinitrobenzene <=> nad + no2 + 4-Nitrocatechol",C3 + C9750 <=> C2 + C72 + C1317
rxn46674,"man <=> (3S,4S,5S,6R)-3,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-one",C134 <=> C18084
rxn46683,akg + Gibberellin20 <=> co2 + succ + GA1,C23 + C1224 <=> C10 + C35 + C3109
rxn46688,amet + lactenocin <=> ahcys + TylosinB,C16 + C17902 <=> C18 + C5572
rxn46691,protogracillin <=> glc-D + 26-degluco-protogracillin,C18859 <=> C26 + C17356
rxn46695,4-deoxy-beta-D-delta4-GlcAp-(1->4)-D-GalNAc6S <=> 5dh4dglcn + N-Acetyl-D-galactosamine6-sulfate,C18838 <=> C2110 + C2194
rxn46697,UDP-L-rhamnose + kaempferide3-O-glucoside <=> kaempferide3-O-beta-D-glucopyranosyl-(1->2)-O-alpha-L-rhamnoside,C1294 + C18620 <=> C17204
rxn46698,glyc-R + GDP-glucose <=> 2-O-(alpha-D-Glucopyranosyl)-D-glycerate,C214 + C298 <=> C9213
rxn46706,udpglcur + Bilirubin-glucuronoside <=> Bilirubin-bisglucuronoside,C139 + C1820 <=> C2899
rxn46713,nicrnt + 5-methyl-1H-benzimidazole <=> nac + 5-methylbenzimidazoleribotidephosphate,C814 + C16997 <=> C209 + C16265
rxn46726,"(3Z)-Phycoerythrobilin <=> (2R,3E)-phycoerythrobilin",C2973 <=> C18376
rxn46731,"nadph + 3,8,10,11-tetrahydroxy-1-methyl-12H-benzo[b]xanthen-12-one <=> nadp + 7-hydroxy-pre-bikaverin",C4 + C16486 <=> C5 + C18046
rxn46733,"dTDP-4-oxo-2,6-dideoxy-alpha-D-glucose <=> dTDP-4-dehydro-2,6-dideoxy-alpha-L-glucose",C3410 <=> C11477
rxn46735,amet + triostinA <=> ahcys + actinoleukin,C16 + C16339 <=> C18 + C16250
rxn46741,"nadp + (3R)-3-(6-hydroxy-2H-1,3-benzodioxol-5-yl)-3,4-dihydro-2H-1-benzopyran-4,7-diol <=> nadph + (-)-Sophorol",C5 + C15904 <=> C4 + C6500
rxn46744,"ametam + 1,5,9,13-tetraazatridecane <=> 5mta + N-(3-aminopropyl)-N'-(3-((3-aminopropyl)amino)propyl)-1,3-propanediamine",C779 + C10519 <=> C142 + C11326
rxn46749,3-hexyl-4-septyloxetan-2-one <=> co2 + (7Z)-pentadec-7-ene,C16523 <=> C10 + C17145
rxn46750,nadh + O-aminobenzaldehyde <=> nad + anth,C3 + C17238 <=> C2 + C90
rxn46752,Psilocybin <=> pi + Psilocin,C3666 <=> C8 + C3759
rxn46754,"amet + Laricitrin <=> ahcys + 3',4'-dimethylmyricetin",C16 + C4772 <=> C18 + C17099
rxn46765,"amet + (5R)-2,3,5-trihydroxy-5-(hydroxymethyl)cyclohex-2-en-1-one <=> ahcys + (R)-4-deoxygadusol",C16 + C17012 <=> C18 + C17804
rxn46780,4-O-acetyl-UDP-N-acetylglucosamine <=> 4-O-acetyl-N-acetylmannosamine,C16292 <=> C18660
rxn46783,"2-epi-5-epi-valiolone <=> (2S,3S,4S,5R)-2,3,4,5-tetrahydroxy-5-(phosphooxymethyl)cyclohexanone",C12565 <=> C16836
rxn46787,des-acylavenacinA + N-methylanthraniloyl-beta-D-glucopyranose <=> glc-D + AvenacinA-1,C16475 + C18176 <=> C26 + C3889
rxn46789,nadph + desmethylanthrotainin <=> nadp + 5-hydroxy-desmethylanthrotainin,C4 + C17328 <=> C5 + C18835
rxn46792,"nad + (R)-2,3-Dihydroxy-3-methylbutanoate <=> nadh + (S)-2-Acetolactate",C2 + C8716 <=> C3 + C8729
rxn46800,"amet + 5,6-dihydroxy-2-(4-hydroxyphenyl)-7-methoxy-4H-1-benzopyran-4-one <=> ahcys + 7-Methylcapillarisin",C16 + C16376 <=> C18 + C8575
rxn46801,2-Formylaminobenzaldehyde <=> for + O-aminobenzaldehyde,C1898 <=> C45 + C17238
rxn46802,"udpglcur + 3,8-dihydroxy-urolithin <=> urolithinA3-O-glucuronide",C139 + C18858 <=> C16329
rxn46803,"8(R)-HPETE <=> (5Z,9E,11Z,14Z)-8-oxoicosa-5,9,11,14-tetraenoate",C2462 <=> C18750
rxn46808,"ala-L + 3-[(1R,2S,6R)-5-oxo-7-oxabicyclo[4.1.0]hept-2-yl]-L-alanine <=> pi + KM208",C34 + C17914 <=> C8 + C18874
rxn46814,amet + Esculetin <=> ahcys + Isoscopoletin,C16 + C3924 <=> C18 + C8676
rxn46818,"Mirtillin + 1-O-Feruloyl-beta-D-glucose <=> frlt + Delphinidin3,7-di-O-beta-D-glucoside",C4597 + C8574 <=> C966 + C15985
rxn46819,udpg + Apigeninidin <=> apigeninidin5-O-glucoside,C25 + C3827 <=> C18037
rxn46826,"Mirtillin + 1-O-beta-D-malylglucose <=> glc-D + delphinidin3-O-(6""-O-malyl-beta-D-glucoside)",C4597 + C17462 <=> C26 + C17858
rxn46830,akg + cl + ambiguineI <=> co2 + succ + ambiguineE,C23 + C96 + C17092 <=> C10 + C35 + C18384
rxn46835,accoa + crn <=> coa,C21 + C252 <=> C9
rxn46837,N-acetyl-D-galactosamine <=> acgal1p,C13703 <=> C6865
rxn46846,amet + (R)-Norlaudanosoline <=> ahcys + (R)-N-methylnorlaudanosoline,C16 + C3231 <=> C18 + C17686
rxn46847,tdcoa + 1tdecg3p <=> coa + pa140,C1462 + C6819 <=> C9 + C6986
rxn46862,hdca + hn <=> co2 + Pentadecane,C205 + C5387 <=> C10 + C3789
rxn46864,S-formylbacillithiol <=> for + BSH,C17247 <=> C45 + C12859
rxn46865,"(2S)-2,4-dihydroxy-3-oxobutanoate <=> (2S)-2-hydroxy-3-oxo-4-(phosphonatooxy)butanoate",C18691 <=> C16736
rxn46873,amet + yW-86 <=> ahcys + yW-72,C16 + C18971 <=> C18 + C19306
rxn46874,amet + 12-ethyl-8-propyl-3-vinylbacteriochlorophyllided <=> ahcys + 12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllided,C16 + C18585 <=> C18 + C17724
rxn46878,udpg + Z-12-hydroxyjasmonate <=> cis-12-hydroxyjasmonate12-O-beta-D-glucoside,C25 + C10619 <=> C18663
rxn46880,"galctn-L <=> L-galactono-1,5-lactone",C6369 <=> C18320
rxn46882,"nad + 7(8),7'(8')-tetrahydroisojusticidinB <=> nadh + 7(8)-dihydroisojusticidinB",C2 + C16293 <=> C3 + C17372
rxn46883,"Piperidine + (E,E)-Piperoyl-CoA <=> coa",C1077 + C1464 <=> C9
rxn46884,N-acetyl-D-glucosamine <=> acgam1p,C13704 <=> C2195
rxn46886,"dhnpt <=> for + gcald + 7,8-dihydroxanthopterin",C2490 <=> C45 + C220 + C16328
rxn46890,pi + 4-O-beta-D-mannopyranosyl-N-acetyl-D-glucosamine <=> man1p + N-acetyl-D-glucosamine,C8 + C16531 <=> C458 + C13704
rxn46894,"pmtcoa + 1-Palmitoylglycerophosphocholine <=> coa + 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine",C130 + C2131 <=> C9 + C9699
rxn46895,"malcoa + docosapentaenoyl-CoA <=> coa + co2 + (9Z,12Z,15Z,18Z,21Z)-3-oxotetracosa-9,12,15,18,21-pentaenoyl-CoA",C67 + C14687 <=> C9 + C10 + C16405
rxn46901,nadph + Glucoberteroin <=> nadp + Glucoalyssin,C4 + C3794 <=> C5 + C3793
rxn46902,"amet + 3',4',5,6-Tetrahydroxy-3,7-dimethoxyflavone <=> ahcys + OxyayaninB",C16 + C2339 <=> C18 + C4057
rxn46905,Luteolin7-O-beta-D-diglucuronide <=> Luteolin7-O-glucuronide + beta-D-Glucuronicacid,C4771 <=> C1875 + C3771
rxn46913,Bekanamycin <=> kanamycinB2''-phosphate,C575 <=> C16627
rxn46916,"7,2'-dihydroxy-4',5'-methylenedioxyisoflav-3-ene <=> 7,2,2'-trihydroxy-4',5'-methylenedioxyisoflav-3-ene",C18007 <=> C18510
rxn46917,akg + cl + ambiguineJ <=> co2 + succ + ambiguineD,C23 + C96 + C16905 <=> C10 + C35 + C16780
rxn46919,nadp + 3R-hydroxy-lesqueroloyl-CoA <=> nadph + 3-oxo-lesqueroloyl-CoA,C5 + C16542 <=> C4 + C16500
rxn46924,"nadp + (4S,5R,6R)-5,6-epoxy-4-hydroxy-2-hydroxymethylcyclohex-2-en-1-one <=> nadph + 5,6-epoxygentisylquinone",C5 + C18668 <=> C4 + C17502
rxn46927,camp <=> nh4 + 35cimp,C423 <=> C12 + C652
rxn46937,man1p <=> pi + alpha-D-Mannose,C458 <=> C8 + C8701
rxn46941,"1,4-galactarolactone <=> 5d4dglcr",C17634 <=> C486
rxn46943,"akg + Resivit <=> co2 + succ + (4S)-2,3-dehydro-leucocyanidin",C23 + C2969 <=> C10 + C35 + C17806
rxn46945,"nadh + 2,3-dinitrotoluene <=> nad + no2 + 4-methyl-3-nitrocatechol",C3 + C17226 <=> C2 + C72 + C17743
rxn46948,coucoa + (R)-3-(4-Hydroxyphenyl)lactate <=> T4hcinnm + (R)-3-(4-hydroxyphenyl)lactoyl-CoA,C184 + C2070 <=> C565 + C18109
rxn46950,isomal <=> glc-D + glc-D-B,C208 <=> C26 + C182
rxn46958,nadph + Methamphetamine <=> nadp + N-methyl-N-[(2S)-1-phenylpropan-2-yl]hydroxylamine,C4 + C3596 <=> C5 + C16211
rxn46961,"amet + 3,7,4'-Tri-O-methylquercetin <=> ahcys + 3,7,3',4'-tetra-O-methylquercetin",C16 + C2278 <=> C18 + C17981
rxn46962,amet + (-)-Catechin <=> ahcys + (-)-3'-methylcatechin,C16 + C4860 <=> C18 + C16450
rxn46972,quercetin4'-O-glucoside <=> glc-D + quc,C10713 <=> C26 + C296
rxn46976,amet + N-desmethyl-gliotoxin <=> ahcys + gliotoxin,C16 + C18656 <=> C18 + C17542
rxn46981,5-methoxybenzimidazolylcobamide <=> pi + 5-methoxybenzimidazolylcobamide,C11466 <=> C8 + C11466
rxn46997,"accoa + UDP-2-amino-4-acetamido-2,4,6-trideoxy-beta-L-idopyranose <=> coa + UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-idopyranose",C21 + C17524 <=> C9 + C16491
